,itr,loss
0,53401.0,1.1709599494934082
1,53402.0,1.1736019849777222
2,53403.0,1.174210548400879
3,53404.0,1.16688871383667
4,53405.0,1.165963888168335
5,53406.0,1.1891003847122192
6,53407.0,1.1669445037841797
7,53408.0,1.1716738939285278
8,53409.0,1.1632256507873535
9,53410.0,1.1651049852371216
10,53411.0,1.1620194911956787
11,53412.0,1.1614545583724976
12,53413.0,1.1722382307052612
13,53414.0,1.1485737562179565
14,53415.0,1.1631885766983032
15,53416.0,1.1662859916687012
16,53417.0,1.166174054145813
17,53418.0,1.1605628728866577
18,53419.0,1.165523886680603
19,53420.0,1.1599889993667603
20,53421.0,1.156581997871399
21,53422.0,1.158879280090332
22,53423.0,1.1582483053207397
23,53424.0,1.1608397960662842
24,53425.0,1.1600186824798584
25,53426.0,1.1625559329986572
26,53427.0,1.170717477798462
27,53428.0,1.1630761623382568
28,53429.0,1.1644055843353271
29,53430.0,1.1666511297225952
30,53431.0,1.176149845123291
31,53432.0,1.1596155166625977
32,53433.0,1.1694755554199219
33,53434.0,1.160571813583374
34,53435.0,1.1754844188690186
35,53436.0,1.162613868713379
36,53437.0,1.1625068187713623
37,53438.0,1.1571542024612427
38,53439.0,1.1662898063659668
39,53440.0,1.1556528806686401
40,53441.0,1.1708030700683594
41,53442.0,1.1593239307403564
42,53443.0,1.1645870208740234
43,53444.0,1.1631978750228882
44,53445.0,1.1630215644836426
45,53446.0,1.1583448648452759
46,53447.0,1.1700048446655273
47,53448.0,1.166277527809143
48,53449.0,1.1589500904083252
49,53450.0,1.165832281112671
50,53451.0,1.1649625301361084
51,53452.0,1.1554090976715088
52,53453.0,1.161973476409912
53,53454.0,1.1598091125488281
54,53455.0,1.1598031520843506
55,53456.0,1.1564357280731201
56,53457.0,1.1577941179275513
57,53458.0,1.1587659120559692
58,53459.0,1.1606930494308472
59,53460.0,1.1605689525604248
60,53461.0,1.156001091003418
61,53462.0,1.1590381860733032
62,53463.0,1.1604535579681396
63,53464.0,1.1609400510787964
64,53465.0,1.1662180423736572
65,53466.0,1.1577047109603882
66,53467.0,1.1573257446289062
67,53468.0,1.160720705986023
68,53469.0,1.1630884408950806
69,53470.0,1.1633901596069336
70,53471.0,1.1703821420669556
71,53472.0,1.163464903831482
72,53473.0,1.1640994548797607
73,53474.0,1.1570937633514404
74,53475.0,1.1628692150115967
75,53476.0,1.1729406118392944
76,53477.0,1.1717692613601685
77,53478.0,1.1698468923568726
78,53479.0,1.1731128692626953
79,53480.0,1.1717615127563477
80,53481.0,1.180433988571167
81,53482.0,1.1722567081451416
82,53483.0,1.1905522346496582
83,53484.0,1.222192645072937
84,53485.0,1.244659662246704
85,53486.0,1.2630680799484253
86,53487.0,1.1815272569656372
87,53488.0,1.2909307479858398
88,53489.0,1.3888996839523315
89,53490.0,1.406088948249817
90,53491.0,1.4651767015457153
91,53492.0,1.3423082828521729
92,53493.0,1.2939742803573608
93,53494.0,1.747260332107544
94,53495.0,1.30598783493042
95,53496.0,1.3698077201843262
96,53497.0,1.4816838502883911
97,53498.0,1.3267250061035156
98,53499.0,1.3053724765777588
99,53500.0,1.3422603607177734
100,53501.0,1.4601731300354004
101,53502.0,1.3481248617172241
102,53503.0,1.4369585514068604
103,53504.0,1.381039023399353
104,53505.0,1.3231271505355835
105,53506.0,1.3002498149871826
106,53507.0,1.2185275554656982
107,53508.0,1.2450497150421143
108,53509.0,1.2344945669174194
109,53510.0,1.2209019660949707
110,53511.0,1.2338930368423462
111,53512.0,1.2101386785507202
112,53513.0,1.1973555088043213
113,53514.0,1.204628586769104
114,53515.0,1.194083571434021
115,53516.0,1.1940613985061646
116,53517.0,1.192919135093689
117,53518.0,1.1819795370101929
