,itr,loss
0,12701.0,4.7097578048706055
1,12702.0,4.681057929992676
2,12703.0,4.767754077911377
3,12704.0,4.689373016357422
4,12705.0,4.761227607727051
5,12706.0,4.69389533996582
6,12707.0,4.713707447052002
7,12708.0,4.708908557891846
8,12709.0,4.668646812438965
9,12710.0,4.7413859367370605
10,12711.0,4.676178932189941
11,12712.0,4.713258743286133
12,12713.0,4.699439525604248
13,12714.0,4.666104793548584
14,12715.0,4.702905654907227
15,12716.0,4.678431987762451
16,12717.0,4.674736499786377
17,12718.0,4.682572364807129
18,12719.0,4.667422771453857
19,12720.0,4.6790666580200195
20,12721.0,4.663015842437744
21,12722.0,4.689742088317871
22,12723.0,4.657442569732666
23,12724.0,4.653054714202881
24,12725.0,4.660136699676514
25,12726.0,4.670507907867432
26,12727.0,4.671510219573975
27,12728.0,4.6668620109558105
28,12729.0,4.661579608917236
29,12730.0,4.6636552810668945
30,12731.0,4.6508307456970215
31,12732.0,4.67432975769043
32,12733.0,4.660149097442627
33,12734.0,4.677899360656738
34,12735.0,4.6718363761901855
35,12736.0,4.734434127807617
36,12737.0,4.6534905433654785
37,12738.0,4.6835103034973145
38,12739.0,4.662787437438965
39,12740.0,4.677133560180664
40,12741.0,4.663678169250488
41,12742.0,4.684891223907471
42,12743.0,4.65959358215332
43,12744.0,4.648064136505127
44,12745.0,4.67393159866333
45,12746.0,4.649600505828857
46,12747.0,4.663841724395752
47,12748.0,4.659440040588379
48,12749.0,4.666534900665283
49,12750.0,4.644790172576904
50,12751.0,4.680911540985107
51,12752.0,4.661178112030029
52,12753.0,4.6593170166015625
53,12754.0,4.655292987823486
54,12755.0,4.665167331695557
55,12756.0,4.656613349914551
56,12757.0,4.657322883605957
57,12758.0,4.6627655029296875
58,12759.0,4.676950931549072
59,12760.0,4.673861026763916
60,12761.0,4.665452480316162
61,12762.0,4.673600196838379
62,12763.0,4.666522026062012
63,12764.0,4.68196439743042
64,12765.0,4.670040130615234
65,12766.0,4.6756510734558105
66,12767.0,4.676844120025635
67,12768.0,4.678557872772217
68,12769.0,4.679670333862305
69,12770.0,4.669013500213623
70,12771.0,4.700906276702881
71,12772.0,4.668046474456787
72,12773.0,4.693497180938721
73,12774.0,4.673779010772705
74,12775.0,4.695437431335449
75,12776.0,4.7094902992248535
76,12777.0,4.681924343109131
77,12778.0,4.671502590179443
78,12779.0,4.682847023010254
79,12780.0,4.684319972991943
80,12781.0,4.681467056274414
81,12782.0,4.656986236572266
82,12783.0,4.6740922927856445
83,12784.0,4.681440353393555
84,12785.0,4.680089950561523
85,12786.0,4.667236804962158
86,12787.0,4.671867370605469
87,12788.0,4.680852890014648
88,12789.0,4.667954921722412
89,12790.0,4.654271125793457
90,12791.0,4.675148010253906
91,12792.0,4.665578842163086
92,12793.0,4.657240867614746
93,12794.0,4.663906574249268
94,12795.0,4.66019868850708
95,12796.0,4.657017230987549
96,12797.0,4.662744998931885
97,12798.0,4.653670310974121
98,12799.0,4.674525260925293
99,12800.0,4.665969371795654
