epoch,step,test_accuracy,test_loss,train_loss,val_accuracy,val_loss
0,0,,,1.3858753442764282,,
0,0,,,,0.20600000023841858,1.278843879699707
1,1,,,1.2689790725708008,,
1,1,,,,0.1940000057220459,1.1776124238967896
2,2,,,1.1714791059494019,,
2,2,,,,0.1860000044107437,1.0945050716400146
3,3,,,1.0914596319198608,,
3,3,,,,0.16300000250339508,1.027016043663025
4,4,,,1.0263491868972778,,
4,4,,,,0.16099999845027924,0.9723197817802429
5,5,,,0.9733672142028809,,
5,5,,,,0.1469999998807907,0.9278056621551514
6,6,,,0.9300111532211304,,
6,6,,,,0.14000000059604645,0.8913323283195496
7,7,,,0.8942587375640869,,
7,7,,,,0.12800000607967377,0.8612362146377563
8,8,,,0.8645523190498352,,
8,8,,,,0.125,0.8362459540367126
9,9,,,0.8397097587585449,,
9,9,,,,0.11599999666213989,0.8153805136680603
10,10,,,0.8188196420669556,,
10,10,,,,0.11900000274181366,0.797896146774292
11,11,,,0.8012112379074097,,
11,11,,,,0.11699999868869781,0.7832273244857788
12,12,,,0.786311686038971,,
12,12,,,,0.125,0.7708555459976196
13,13,,,0.7736936211585999,,
13,13,,,,0.14000000059604645,0.7603714466094971
14,14,,,0.7629444599151611,,
14,14,,,,0.1599999964237213,0.7514362335205078
15,15,,,0.7537525296211243,,
15,15,,,,0.19099999964237213,0.7437633275985718
16,16,,,0.745844841003418,,
16,16,,,,0.20999999344348907,0.7371290326118469
17,17,,,0.7390000820159912,,
17,17,,,,0.23999999463558197,0.7313559651374817
18,18,,,0.7330492734909058,,
18,18,,,,0.24799999594688416,0.7262820601463318
19,19,,,0.7278384566307068,,
19,19,,,,0.2720000147819519,0.7217867970466614
20,20,,,0.7232372760772705,,
20,20,,,,0.28700000047683716,0.7177613973617554
21,21,,,0.7191452980041504,,
21,21,,,,0.30399999022483826,0.7141237258911133
22,22,,,0.7154734134674072,,
22,22,,,,0.3179999887943268,0.7108004093170166
23,23,,,0.7121492624282837,,
23,23,,,,0.33500000834465027,0.707743763923645
24,24,,,0.7091166377067566,,
24,24,,,,0.3479999899864197,0.7049039602279663
25,25,,,0.7063223719596863,,
25,25,,,,0.36500000953674316,0.7022474408149719
26,26,,,0.7037327289581299,,
26,26,,,,0.3790000081062317,0.6997448205947876
27,27,,,0.7013134956359863,,
27,27,,,,0.39100000262260437,0.6973724365234375
28,28,,,0.6990363597869873,,
28,28,,,,0.40299999713897705,0.6951130032539368
29,29,,,0.6968813538551331,,
29,29,,,,0.40799999237060547,0.6929518580436707
30,30,,,0.6948276162147522,,
30,30,,,,0.41499999165534973,0.6908695101737976
31,31,,,0.692861020565033,,
31,31,,,,0.4189999997615814,0.6888606548309326
32,32,,,0.6909623146057129,,
32,32,,,,0.42800000309944153,0.6869049072265625
33,33,,,0.6891158819198608,,
33,33,,,,0.4350000023841858,0.6849993467330933
34,34,,,0.6873144507408142,,
34,34,,,,0.4399999976158142,0.6831310391426086
35,35,,,0.6855408549308777,,
35,35,,,,0.4480000138282776,0.6812856197357178
36,36,,,0.6837878823280334,,
36,36,,,,0.453000009059906,0.6794561147689819
37,37,,,0.6820400953292847,,
37,37,,,,0.46299999952316284,0.6776381731033325
38,38,,,0.6802887320518494,,
38,38,,,,0.4699999988079071,0.675817608833313
39,39,,,0.678525984287262,,
39,39,,,,0.4740000069141388,0.6739860773086548
40,40,,,0.6767441630363464,,
40,40,,,,0.4790000021457672,0.6721397042274475
41,41,,,0.6749345064163208,,
41,41,,,,0.4860000014305115,0.6702672243118286
42,42,,,0.6730887293815613,,
42,42,,,,0.492000013589859,0.6683633327484131
43,43,,,0.6712030172348022,,
43,43,,,,0.4959999918937683,0.6664242744445801
44,44,,,0.669267475605011,,
44,44,,,,0.4970000088214874,0.6644399166107178
45,45,,,0.6672812700271606,,
45,45,,,,0.49900001287460327,0.662404477596283
46,46,,,0.6652332544326782,,
46,46,,,,0.5,0.6603122353553772
47,47,,,0.6631225347518921,,
47,47,,,,0.503000020980835,0.6581540703773499
48,48,,,0.6609427332878113,,
48,48,,,,0.5070000290870667,0.6559235453605652
49,49,,,0.6586872935295105,,
49,49,,,,0.5130000114440918,0.6536135077476501
50,50,,,0.6563469767570496,,
50,50,,,,0.5199999809265137,0.6512165665626526
51,51,,,0.6539236307144165,,
51,51,,,,0.5260000228881836,0.6487235426902771
52,52,,,0.6513931155204773,,
52,52,,,,0.5299999713897705,0.6461277604103088
53,53,,,0.6487694382667542,,
53,53,,,,0.5329999923706055,0.6434152126312256
54,54,,,0.646028995513916,,
54,54,,,,0.5360000133514404,0.6405819058418274
55,55,,,0.6431713104248047,,
55,55,,,,0.5400000214576721,0.6376146078109741
56,56,,,0.6401814222335815,,
56,56,,,,0.5450000166893005,0.6345029473304749
57,57,,,0.6370416283607483,,
57,57,,,,0.5529999732971191,0.6312282681465149
58,58,,,0.6337663531303406,,
58,58,,,,0.5569999814033508,0.6277835369110107
59,59,,,0.6303099393844604,,
59,59,,,,0.5630000233650208,0.6241558790206909
60,60,,,0.6266823410987854,,
60,60,,,,0.5669999718666077,0.620333731174469
61,61,,,0.622861385345459,,
61,61,,,,0.5709999799728394,0.6163026690483093
62,62,,,0.6188391447067261,,
62,62,,,,0.574999988079071,0.6120539903640747
63,63,,,0.6145942211151123,,
63,63,,,,0.5770000219345093,0.607563853263855
64,64,,,0.6101151704788208,,
64,64,,,,0.5799999833106995,0.6028155088424683
65,65,,,0.6053773164749146,,
65,65,,,,0.5889999866485596,0.5978041291236877
66,66,,,0.6003690958023071,,
66,66,,,,0.597000002861023,0.592507004737854
67,67,,,0.5950731039047241,,
67,67,,,,0.6010000109672546,0.5869203209877014
68,68,,,0.5894720554351807,,
68,68,,,,0.6079999804496765,0.5810116529464722
69,69,,,0.5835412740707397,,
69,69,,,,0.6119999885559082,0.5747601985931396
70,70,,,0.5772532820701599,,
70,70,,,,0.6169999837875366,0.5681461691856384
71,71,,,0.5705797672271729,,
71,71,,,,0.6209999918937683,0.5611410140991211
72,72,,,0.5634908676147461,,
72,72,,,,0.6269999742507935,0.5537161827087402
73,73,,,0.555955708026886,,
73,73,,,,0.6340000033378601,0.5458396077156067
74,74,,,0.5479371547698975,,
74,74,,,,0.6430000066757202,0.5374742150306702
75,75,,,0.5393973588943481,,
75,75,,,,0.6510000228881836,0.5285793542861938
76,76,,,0.5302950143814087,,
76,76,,,,0.6600000262260437,0.5191084146499634
77,77,,,0.5205841660499573,,
77,77,,,,0.6660000085830688,0.5090121030807495
78,78,,,0.5102150440216064,,
78,78,,,,0.6779999732971191,0.498232364654541
79,79,,,0.49913665652275085,,
79,79,,,,0.6940000057220459,0.48671722412109375
80,80,,,0.4872961640357971,,
