,itr,loss
0,7401.0,1.722564458847046
1,7402.0,1.7083179950714111
2,7403.0,1.7980132102966309
3,7404.0,1.6783180236816406
4,7405.0,1.6746307611465454
5,7406.0,1.6413058042526245
6,7407.0,1.7658056020736694
7,7408.0,1.7244678735733032
8,7409.0,1.741787314414978
9,7410.0,1.8213285207748413
10,7411.0,1.6375970840454102
11,7412.0,1.7807825803756714
12,7413.0,1.6111571788787842
13,7414.0,1.7701892852783203
14,7415.0,1.6640576124191284
15,7416.0,1.7547359466552734
16,7417.0,1.690430760383606
17,7418.0,1.5938717126846313
18,7419.0,1.8300590515136719
19,7420.0,1.755362868309021
20,7421.0,1.978575348854065
21,7422.0,2.026442050933838
22,7423.0,1.9874639511108398
23,7424.0,1.8361011743545532
24,7425.0,1.636072039604187
25,7426.0,2.093423843383789
26,7427.0,1.75987708568573
27,7428.0,1.9939697980880737
28,7429.0,2.130945920944214
29,7430.0,2.1528799533843994
30,7431.0,2.0589823722839355
31,7432.0,1.9310253858566284
32,7433.0,1.722822904586792
33,7434.0,1.7576253414154053
34,7435.0,1.8717013597488403
35,7436.0,1.8356283903121948
36,7437.0,1.9322909116744995
37,7438.0,2.0878500938415527
38,7439.0,2.090405225753784
39,7440.0,1.9184892177581787
40,7441.0,1.7110058069229126
41,7442.0,1.9522149562835693
42,7443.0,2.2223408222198486
43,7444.0,1.9890766143798828
44,7445.0,2.2369866371154785
45,7446.0,2.3734586238861084
46,7447.0,2.3863353729248047
47,7448.0,2.280715227127075
48,7449.0,2.0905539989471436
49,7450.0,1.9830621480941772
50,7451.0,1.799687385559082
51,7452.0,1.789438247680664
52,7453.0,1.973600149154663
53,7454.0,1.7284570932388306
54,7455.0,1.9852397441864014
55,7456.0,2.019888401031494
56,7457.0,2.031580686569214
57,7458.0,1.9417067766189575
58,7459.0,1.805109977722168
59,7460.0,1.693105936050415
60,7461.0,1.861930012702942
61,7462.0,1.7430932521820068
62,7463.0,1.6571561098098755
63,7464.0,1.7690763473510742
64,7465.0,1.8141149282455444
65,7466.0,1.778713583946228
66,7467.0,1.6761183738708496
67,7468.0,1.709542989730835
68,7469.0,1.6488356590270996
69,7470.0,1.6281908750534058
70,7471.0,1.6739656925201416
71,7472.0,1.6727609634399414
72,7473.0,1.6599537134170532
73,7474.0,1.631334900856018
74,7475.0,1.6397889852523804
75,7476.0,1.6165332794189453
76,7477.0,1.6016042232513428
77,7478.0,1.6104230880737305
78,7479.0,1.615412712097168
79,7480.0,1.5906648635864258
80,7481.0,1.607965111732483
81,7482.0,1.6002180576324463
82,7483.0,1.5852530002593994
83,7484.0,1.578580379486084
84,7485.0,1.5803966522216797
85,7486.0,1.5790857076644897
86,7487.0,1.583137035369873
87,7488.0,1.5775814056396484
88,7489.0,1.5765881538391113
89,7490.0,1.5729411840438843
90,7491.0,1.5602558851242065
91,7492.0,1.5644183158874512
92,7493.0,1.564785122871399
93,7494.0,1.5650784969329834
94,7495.0,1.5638173818588257
95,7496.0,1.556469202041626
96,7497.0,1.5501905679702759
97,7498.0,1.5546350479125977
98,7499.0,1.557770013809204
99,7500.0,1.5540862083435059
100,7501.0,1.5569822788238525
