epoch,step,test_accuracy,test_loss,train_loss,val_accuracy,val_loss
59,59,,,,0.6499999761581421,0.5841147899627686
60,60,,,0.5996026992797852,,
60,60,,,,0.6600000262260437,0.5770642757415771
61,61,,,0.5935701727867126,,
61,61,,,,0.6700000166893005,0.5695570111274719
62,62,,,0.5871713757514954,,
62,62,,,,0.6899999976158142,0.5615935325622559
63,63,,,0.580359697341919,,
63,63,,,,0.6899999976158142,0.5531390905380249
64,64,,,0.5731148719787598,,
64,64,,,,0.6899999976158142,0.5441923141479492
65,65,,,0.5654358863830566,,
65,65,,,,0.699999988079071,0.5347418189048767
66,66,,,0.557282030582428,,
66,66,,,,0.7099999785423279,0.5247818827629089
67,67,,,0.5486316084861755,,
67,67,,,,0.7200000286102295,0.5143122673034668
68,68,,,0.5394659638404846,,
68,68,,,,0.7200000286102295,0.5033331513404846
69,69,,,0.5297543406486511,,
69,69,,,,0.7200000286102295,0.49184608459472656
70,70,,,0.5194681882858276,,
70,70,,,,0.7300000190734863,0.479848712682724
71,71,,,0.5085753202438354,,
71,71,,,,0.7300000190734863,0.46733367443084717
72,72,,,0.49703797698020935,,
72,72,,,,0.7400000095367432,0.45429205894470215
73,73,,,0.48481810092926025,,
73,73,,,,0.75,0.4407123923301697
74,74,,,0.4718817472457886,,
74,74,,,,0.7599999904632568,0.4265942871570587
75,75,,,0.4582001864910126,,
75,75,,,,0.7799999713897705,0.4119214713573456
76,76,,,0.44375723600387573,,
76,76,,,,0.7900000214576721,0.3967044949531555
77,77,,,0.4285470247268677,,
77,77,,,,0.800000011920929,0.38094624876976013
78,78,,,0.41257303953170776,,
78,78,,,,0.800000011920929,0.36464935541152954
79,79,,,0.395854651927948,,
79,79,,,,0.8199999928474426,0.34780967235565186
80,80,,,0.37840723991394043,,
80,80,,,,0.8600000143051147,0.33040881156921387
81,81,,,0.3602408170700073,,
81,81,,,,0.8600000143051147,0.31242018938064575
82,82,,,0.34136447310447693,,
82,82,,,,0.8600000143051147,0.29382723569869995
83,83,,,0.32180213928222656,,
83,83,,,,0.8999999761581421,0.2746557295322418
84,84,,,0.3016122877597809,,
84,84,,,,0.8999999761581421,0.25499609112739563
85,85,,,0.2808966636657715,,
85,85,,,,0.9200000166893005,0.23493044078350067
86,86,,,0.259736031293869,,
86,86,,,,0.9399999976158142,0.2146129608154297
87,87,,,0.23826099932193756,,
87,87,,,,0.9700000286102295,0.19423995912075043
88,88,,,0.21663139760494232,,
88,88,,,,0.9800000190734863,0.17401914298534393
89,89,,,0.19502124190330505,,
89,89,,,,0.9800000190734863,0.15417134761810303
90,90,,,0.17364241182804108,,
90,90,,,,0.9800000190734863,0.13493052124977112
91,91,,,0.1527475118637085,,
91,91,,,,0.9800000190734863,0.1165819764137268
92,92,,,0.13266023993492126,,
92,92,,,,0.9900000095367432,0.09944099187850952
93,93,,,0.11375507712364197,,
93,93,,,,0.9900000095367432,0.08380470424890518
94,94,,,0.09639674425125122,,
94,94,,,,1.0,0.0698893815279007
95,95,,,0.08086473494768143,,
95,95,,,,1.0,0.05781267583370209
96,96,,,0.0673433169722557,,
96,96,,,,1.0,0.04759153723716736
97,97,,,0.05588917434215546,,
97,97,,,,1.0,0.03913719952106476
98,98,,,0.04642298072576523,,
98,98,,,,1.0,0.03227566182613373
99,99,,,0.03875448554754257,,
99,99,,,,1.0,0.026782657951116562
100,100,,,0.03262576833367348,,
100,100,,,,1.0,0.022421130910515785
101,101,,,0.027760596945881844,,
101,101,,,,1.0,0.018967173993587494
102,102,,,0.023897945880889893,,
102,102,,,,1.0,0.016226395964622498
103,103,,,0.020811639726161957,,
103,103,,,,1.0,0.014039013534784317
104,104,,,0.01831667125225067,,
104,104,,,,1.0,0.012278804555535316
105,105,,,0.016269870102405548,,
105,105,,,,1.0,0.010848180390894413
106,106,,,0.014564448967576027,,
106,106,,,,1.0,0.009673434309661388
107,107,,,0.013122398406267166,,
107,107,,,,1.0,0.008698313497006893
108,108,,,0.011888506822288036,,
108,108,,,,1.0,0.00788104347884655
109,109,,,0.01082299742847681,,
109,109,,,,1.0,0.007189737167209387
110,110,,,0.009896911680698395,,
110,110,,,,1.0,0.006600028369575739
111,111,,,0.009088538587093353,,
111,111,,,,1.0,0.00609356164932251
112,112,,,0.008380720391869545,,
112,112,,,,1.0,0.005655545741319656
113,113,,,0.007759617175906897,,
113,113,,,,1.0,0.005274584516882896
114,114,,,0.007213566917926073,,
114,114,,,,1.0,0.004941469524055719
115,115,,,0.00673262495547533,,
115,115,,,,1.0,0.004648743662983179
116,116,,,0.006308217067271471,,
116,116,,,,1.0,0.00439036451280117
117,117,,,0.0059328628703951836,,
117,117,,,,1.0,0.004161246120929718
118,118,,,0.005600089207291603,,
118,118,,,,1.0,0.003957135137170553
119,119,,,0.005304145161062479,,
119,119,,,,1.0,0.003774423385038972
120,120,,,0.00504014128819108,,
120,120,,,,1.0,0.003610022133216262
121,121,,,0.004803692921996117,,
121,121,,,,1.0,0.0034612342715263367
122,122,,,0.004590895958244801,,
122,122,,,,1.0,0.0033257680479437113
123,123,,,0.004398523364216089,,
123,123,,,,1.0,0.003201664425432682
124,124,,,0.0042236726731061935,,
124,124,,,,1.0,0.0030873226933181286
125,125,,,0.004063891246914864,,
125,125,,,,1.0,0.0029812948778271675
126,126,,,0.003917102701961994,,
126,126,,,,1.0,0.002882534870877862
127,127,,,0.0037816145922988653,,
127,127,,,,1.0,0.002790093421936035
128,128,,,0.0036560252774506807,,
128,128,,,,1.0,0.002703248057514429
129,129,,,0.00353917945176363,,
129,129,,,,1.0,0.002621421590447426
130,130,,,0.00343009689822793,,
130,130,,,,1.0,0.0025442522019147873
131,131,,,0.003328063292428851,,
131,131,,,,1.0,0.002471222309395671
132,132,,,0.003232483519241214,,
132,132,,,,1.0,0.0024021691642701626
133,133,,,0.003142754780128598,,
133,133,,,,1.0,0.0023366869427263737
134,134,,,0.0030584270134568214,,
134,134,,,,1.0,0.002274667378515005
135,135,,,0.0029792250134050846,,
135,135,,,,1.0,0.0022157630883157253
136,136,,,0.002904609078541398,,
136,136,,,,1.0,0.0021599174942821264
137,137,,,0.0028343650046736,,
137,137,,,,1.0,0.002106783911585808
138,138,,,0.002768108854070306,,
138,138,,,,1.0,0.002056283410638571
139,139,,,0.002705576131120324,,
139,139,,,,1.0,0.0020082092378288507
140,140,,,0.002646444132551551,,
140,140,,,,1.0,0.0019623893313109875
141,141,,,0.0025905054062604904,,
141,141,,,,1.0,0.001918765134178102
142,142,,,0.0025375308468937874,,
142,142,,,,1.0,0.0018770259339362383
143,143,,,0.002487288322299719,,
143,143,,,,1.0,0.001837315154261887
144,144,,,0.002439540345221758,,
144,144,,,,1.0,0.0017993302317336202
145,145,,,0.002394134644418955,,
145,145,,,,1.0,0.0017630901420488954
146,146,,,0.002350935712456703,,
146,146,,,,1.0,0.0017284463392570615
147,147,,,0.0023097738157957792,,
147,147,,,,1.0,0.0016954318853095174
148,148,,,0.0022704347502440214,,
148,148,,,,1.0,0.0016638714587315917
149,149,,,0.002232884056866169,,
149,149,,,,1.0,0.0016336843837052584
150,150,,,0.0021969503723084927,,
150,150,,,,1.0,0.0016049932455644011
151,151,,,0.0021624977234750986,,
151,151,,,,1.0,0.001577454386278987
152,152,,,0.0021294860634952784,,
152,152,,,,1.0,0.0015511889941990376
153,153,,,0.00209774449467659,,
153,153,,,,1.0,0.0015261087100952864
154,154,,,0.00206722947768867,,
154,154,,,,1.0,0.001502159982919693
155,155,,,0.0020378290209919214,,
155,155,,,,1.0,0.0014792118454352021
156,156,,,0.0020094781648367643,,
156,156,,,,1.0,0.0014573241351172328
157,157,,,0.001982093323022127,,
157,157,,,,1.0,0.0014363257214426994
158,158,,,0.00195561652071774,,
158,158,,,,1.0,0.0014162184670567513
159,159,,,0.0019299749983474612,,
159,159,,,,1.0,0.0013969802530482411
160,160,,,0.0019051257986575365,,
160,160,,,,1.0,0.0013784423936158419
161,161,,,0.001881029806099832,,
161,161,,,,1.0,0.0013606450520455837
162,162,,,0.001857606926932931,,
162,162,,,,1.0,0.001343507319688797
163,163,,,0.0018348837038502097,,
163,163,,,,1.0,0.001327015459537506
164,164,,,0.0018127539660781622,,
164,164,,,,1.0,0.0013111274456605315
165,165,,,0.001791213289834559,,
165,165,,,,1.0,0.0012957460712641478
166,166,,,0.0017702444456517696,,
166,166,,,,1.0,0.0012807975290343165
167,167,,,0.0017498269444331527,,
167,167,,,,1.0,0.0012663820525631309
168,168,,,0.0017298721941187978,,
168,168,,,,1.0,0.0012523505138233304
169,169,,,0.001710426644422114,,
169,169,,,,1.0,0.001238721190020442
170,170,,,0.001691441866569221,,
170,170,,,,1.0,0.0012254550820216537
171,171,,,0.0016729325288906693,,
171,171,,,,1.0,0.0012125293724238873
172,172,,,0.0016548240091651678,,
172,172,,,,1.0,0.001199881313368678
173,173,,,0.0016371015226468444,,
173,173,,,,1.0,0.0011875396594405174
174,174,,,0.0016198032535612583,,
174,174,,,,1.0,0.0011754542356356978
175,175,,,0.0016028312966227531,,
175,175,,,,1.0,0.001163593609817326
176,176,,,0.0015862628351897001,,
176,176,,,,1.0,0.0011520028347149491
177,177,,,0.0015700237127020955,,
177,177,,,,1.0,0.0011405848199501634
178,178,,,0.001554085174575448,,
178,178,,,,1.0,0.0011294418945908546
179,179,,,0.0015385213773697615,,
179,179,,,,1.0,0.001118482556194067
180,180,,,0.0015232247533276677,,
180,180,,,,1.0,0.0011076965602114797
181,181,,,0.0015082195168361068,,
181,181,,,,1.0,0.0010970670264214277
182,182,,,0.0014935043873265386,,
182,182,,,,1.0,0.0010866571683436632
183,183,,,0.001479072729125619,,
183,183,,,,1.0,0.0010764533653855324
184,184,,,0.0014649253571406007,,
184,184,,,,1.0,0.0010663327993825078
185,185,,,0.0014510112814605236,,
185,185,,,,1.0,0.0010564419208094478
186,186,,,0.0014373681042343378,,
186,186,,,,1.0,0.0010466802632436156
187,187,,,0.001423958339728415,,
187,187,,,,1.0,0.0010370672680437565
188,188,,,0.0014107696479186416,,
188,188,,,,1.0,0.0010276084067299962
189,189,,,0.0013977981870993972,,
189,189,,,,1.0,0.0010183143895119429
190,190,,,0.0013850659597665071,,
190,190,,,,1.0,0.0010091516887769103
191,191,,,0.001372533617541194,,
191,191,,,,1.0,0.001000125310383737
192,192,,,0.0013602072140201926,,
192,192,,,,1.0,0.0009912506211549044
193,193,,,0.0013480770867317915,,
193,193,,,,1.0,0.0009824956068769097
194,194,,,0.0013361542951315641,,
194,194,,,,1.0,0.0009738829103298485
195,195,,,0.0013244120636954904,,
195,195,,,,1.0,0.0009653900051489472
196,196,,,0.0013128480641171336,,
196,196,,,,1.0,0.0009570083930157125
197,197,,,0.0013014732394367456,,
197,197,,,,1.0,0.0009487572242505848
198,198,,,0.0012902833987027407,,
198,198,,,,1.0,0.0009406471508555114
199,199,,,0.0012792251072824001,,
199,199,,,,1.0,0.0009326578583568335
200,200,,,,1.0,0.00114995869807899
200,200,1.0,0.000793184619396925,,,
