,itr,loss
0,15201.0,4.652328014373779
1,15202.0,4.649594783782959
2,15203.0,4.658090114593506
3,15204.0,4.661206245422363
4,15205.0,4.687715530395508
5,15206.0,4.6599297523498535
6,15207.0,4.674415111541748
7,15208.0,4.68818998336792
8,15209.0,4.653191566467285
9,15210.0,4.686646461486816
10,15211.0,4.691765308380127
11,15212.0,4.69007682800293
12,15213.0,4.667832374572754
13,15214.0,4.645051002502441
14,15215.0,4.680996894836426
15,15216.0,4.6562676429748535
16,15217.0,4.66554069519043
17,15218.0,4.649988651275635
18,15219.0,4.632052421569824
19,15220.0,4.643425941467285
20,15221.0,4.657593250274658
21,15222.0,4.657797813415527
22,15223.0,4.651991367340088
23,15224.0,4.646029472351074
24,15225.0,4.657790184020996
25,15226.0,4.649572849273682
26,15227.0,4.6452460289001465
27,15228.0,4.666569709777832
28,15229.0,4.655454158782959
29,15230.0,4.65390682220459
30,15231.0,4.637182235717773
31,15232.0,4.639675140380859
32,15233.0,4.636798858642578
33,15234.0,4.647714614868164
34,15235.0,4.65521764755249
35,15236.0,4.660785675048828
36,15237.0,4.647955417633057
37,15238.0,4.662739276885986
38,15239.0,4.664506912231445
39,15240.0,4.654815673828125
40,15241.0,4.649632453918457
41,15242.0,4.650555610656738
42,15243.0,4.652642726898193
43,15244.0,4.637681007385254
44,15245.0,4.652743816375732
45,15246.0,4.6398444175720215
46,15247.0,4.643229007720947
47,15248.0,4.652406692504883
48,15249.0,4.675291061401367
49,15250.0,4.655177593231201
50,15251.0,4.6605730056762695
51,15252.0,4.65570068359375
52,15253.0,4.648136138916016
53,15254.0,4.660174369812012
54,15255.0,4.644797325134277
55,15256.0,4.646782875061035
56,15257.0,4.642669200897217
57,15258.0,4.648746013641357
58,15259.0,4.651935577392578
59,15260.0,4.65053653717041
60,15261.0,4.649352550506592
61,15262.0,4.650020122528076
62,15263.0,4.672717571258545
63,15264.0,4.65086030960083
64,15265.0,4.645887851715088
65,15266.0,4.637250900268555
66,15267.0,4.665917873382568
67,15268.0,4.670721530914307
68,15269.0,4.655698299407959
69,15270.0,4.629942417144775
70,15271.0,4.6538615226745605
71,15272.0,4.65631628036499
72,15273.0,4.6481475830078125
73,15274.0,4.655238151550293
74,15275.0,4.653913497924805
75,15276.0,4.667199611663818
76,15277.0,4.644407749176025
77,15278.0,4.646262168884277
78,15279.0,4.624846458435059
79,15280.0,4.662394046783447
80,15281.0,4.669408798217773
81,15282.0,4.638664722442627
82,15283.0,4.6661553382873535
83,15284.0,4.638136386871338
84,15285.0,4.66421365737915
85,15286.0,4.685171127319336
86,15287.0,4.65463399887085
87,15288.0,4.661567687988281
88,15289.0,4.673827648162842
89,15290.0,4.640812397003174
90,15291.0,4.674379348754883
91,15292.0,4.649728298187256
92,15293.0,4.648451328277588
93,15294.0,4.645613193511963
94,15295.0,4.66673469543457
95,15296.0,4.6583638191223145
96,15297.0,4.659843444824219
97,15298.0,4.6688618659973145
98,15299.0,4.65972375869751
99,15300.0,4.6383562088012695
